[2022-11-19 15:35:24,460] CRITICAL - GPU detected
[2022-11-19 15:35:52,689] DEBUG - start, 27.54, end, 33.36, text,  to test the AI program. This testing will help the AI program learn how to speak and understand
[2022-11-19 15:35:52,689] DEBUG - start, 33.36, end, 40.36, text,  human language. The AI program will be able to speak and understand human language.
[2022-11-19 15:35:52,778] DEBUG - STREAM b'IHDR' 16 13
[2022-11-19 15:35:52,779] DEBUG - STREAM b'gAMA' 41 4
[2022-11-19 15:35:52,779] DEBUG - STREAM b'cHRM' 57 32
[2022-11-19 15:35:52,779] DEBUG - STREAM b'bKGD' 101 6
[2022-11-19 15:35:52,779] DEBUG - b'bKGD' 101 6 (unknown)
[2022-11-19 15:35:52,779] DEBUG - STREAM b'IDAT' 119 23033
[2022-11-19 15:35:52,780] DEBUG - STREAM b'tEXt' 23164 37
[2022-11-19 15:35:52,780] DEBUG - STREAM b'tEXt' 23213 37
[2022-11-19 15:35:52,780] DEBUG - STREAM b'tEXt' 23262 40
[2022-11-19 15:35:52,780] DEBUG - STREAM b'tEXt' 23314 76
[2022-11-19 15:35:52,853] DEBUG - STREAM b'IHDR' 16 13
[2022-11-19 15:35:52,853] DEBUG - STREAM b'gAMA' 41 4
[2022-11-19 15:35:52,853] DEBUG - STREAM b'cHRM' 57 32
[2022-11-19 15:35:52,853] DEBUG - STREAM b'bKGD' 101 6
[2022-11-19 15:35:52,853] DEBUG - b'bKGD' 101 6 (unknown)
[2022-11-19 15:35:52,853] DEBUG - STREAM b'IDAT' 119 9810
[2022-11-19 15:35:52,853] DEBUG - STREAM b'tEXt' 9941 37
[2022-11-19 15:35:52,854] DEBUG - STREAM b'tEXt' 9990 37
[2022-11-19 15:35:52,854] DEBUG - STREAM b'tEXt' 10039 40
[2022-11-19 15:35:52,854] DEBUG - STREAM b'tEXt' 10091 39
[2022-11-19 15:35:53,044] DEBUG - STREAM b'IHDR' 16 13
[2022-11-19 15:35:53,045] DEBUG - STREAM b'gAMA' 41 4
[2022-11-19 15:35:53,045] DEBUG - STREAM b'cHRM' 57 32
[2022-11-19 15:35:53,045] DEBUG - STREAM b'bKGD' 101 6
[2022-11-19 15:35:53,045] DEBUG - b'bKGD' 101 6 (unknown)
[2022-11-19 15:35:53,045] DEBUG - STREAM b'IDAT' 119 17425
[2022-11-19 15:35:53,046] DEBUG - STREAM b'tEXt' 17556 37
[2022-11-19 15:35:53,046] DEBUG - STREAM b'tEXt' 17605 37
[2022-11-19 15:35:53,046] DEBUG - STREAM b'tEXt' 17654 40
[2022-11-19 15:35:53,046] DEBUG - STREAM b'tEXt' 17706 60
[2022-11-19 15:35:53,236] DEBUG - STREAM b'IHDR' 16 13
[2022-11-19 15:35:53,236] DEBUG - STREAM b'gAMA' 41 4
[2022-11-19 15:35:53,237] DEBUG - STREAM b'cHRM' 57 32
[2022-11-19 15:35:53,237] DEBUG - STREAM b'bKGD' 101 6
[2022-11-19 15:35:53,237] DEBUG - b'bKGD' 101 6 (unknown)
[2022-11-19 15:35:53,237] DEBUG - STREAM b'IDAT' 119 15266
[2022-11-19 15:35:53,237] DEBUG - STREAM b'tEXt' 15397 37
[2022-11-19 15:35:53,238] DEBUG - STREAM b'tEXt' 15446 37
[2022-11-19 15:35:53,238] DEBUG - STREAM b'tEXt' 15495 40
[2022-11-19 15:35:53,238] DEBUG - STREAM b'tEXt' 15547 49
[2022-11-19 15:35:53,315] DEBUG - STREAM b'IHDR' 16 13
[2022-11-19 15:35:53,315] DEBUG - STREAM b'gAMA' 41 4
[2022-11-19 15:35:53,315] DEBUG - STREAM b'cHRM' 57 32
[2022-11-19 15:35:53,315] DEBUG - STREAM b'bKGD' 101 6
[2022-11-19 15:35:53,315] DEBUG - b'bKGD' 101 6 (unknown)
[2022-11-19 15:35:53,315] DEBUG - STREAM b'IDAT' 119 12176
[2022-11-19 15:35:53,316] DEBUG - STREAM b'tEXt' 12307 37
[2022-11-19 15:35:53,316] DEBUG - STREAM b'tEXt' 12356 37
[2022-11-19 15:35:53,316] DEBUG - STREAM b'tEXt' 12405 40
[2022-11-19 15:35:53,316] DEBUG - STREAM b'tEXt' 12457 47
[2022-11-19 15:35:53,503] DEBUG - STREAM b'IHDR' 16 13
[2022-11-19 15:35:53,503] DEBUG - STREAM b'gAMA' 41 4
[2022-11-19 15:35:53,503] DEBUG - STREAM b'cHRM' 57 32
[2022-11-19 15:35:53,503] DEBUG - STREAM b'bKGD' 101 6
[2022-11-19 15:35:53,503] DEBUG - b'bKGD' 101 6 (unknown)
[2022-11-19 15:35:53,503] DEBUG - STREAM b'IDAT' 119 15479
[2022-11-19 15:35:53,504] DEBUG - STREAM b'tEXt' 15610 37
[2022-11-19 15:35:53,504] DEBUG - STREAM b'tEXt' 15659 37
[2022-11-19 15:35:53,504] DEBUG - STREAM b'tEXt' 15708 40
[2022-11-19 15:35:53,504] DEBUG - STREAM b'tEXt' 15760 57
[2022-11-19 15:35:53,583] DEBUG - STREAM b'IHDR' 16 13
[2022-11-19 15:35:53,583] DEBUG - STREAM b'gAMA' 41 4
[2022-11-19 15:35:53,583] DEBUG - STREAM b'cHRM' 57 32
[2022-11-19 15:35:53,583] DEBUG - STREAM b'bKGD' 101 6
[2022-11-19 15:35:53,584] DEBUG - b'bKGD' 101 6 (unknown)
[2022-11-19 15:35:53,584] DEBUG - STREAM b'IDAT' 119 9981
[2022-11-19 15:35:53,584] DEBUG - STREAM b'tEXt' 10112 37
[2022-11-19 15:35:53,584] DEBUG - STREAM b'tEXt' 10161 37
[2022-11-19 15:35:53,584] DEBUG - STREAM b'tEXt' 10210 40
[2022-11-19 15:35:53,584] DEBUG - STREAM b'tEXt' 10262 40
[2022-11-19 15:35:53,670] DEBUG - STREAM b'IHDR' 16 13
[2022-11-19 15:35:53,670] DEBUG - STREAM b'gAMA' 41 4
[2022-11-19 15:35:53,670] DEBUG - STREAM b'cHRM' 57 32
[2022-11-19 15:35:53,670] DEBUG - STREAM b'bKGD' 101 6
[2022-11-19 15:35:53,670] DEBUG - b'bKGD' 101 6 (unknown)
[2022-11-19 15:35:53,670] DEBUG - STREAM b'IDAT' 119 14166
[2022-11-19 15:35:53,671] DEBUG - STREAM b'tEXt' 14297 37
[2022-11-19 15:35:53,671] DEBUG - STREAM b'tEXt' 14346 37
[2022-11-19 15:35:53,671] DEBUG - STREAM b'tEXt' 14395 40
[2022-11-19 15:35:53,671] DEBUG - STREAM b'tEXt' 14447 49
[2022-11-19 15:35:53,744] DEBUG - STREAM b'IHDR' 16 13
[2022-11-19 15:35:53,745] DEBUG - STREAM b'gAMA' 41 4
[2022-11-19 15:35:53,745] DEBUG - STREAM b'cHRM' 57 32
[2022-11-19 15:35:53,745] DEBUG - STREAM b'bKGD' 101 6
[2022-11-19 15:35:53,745] DEBUG - b'bKGD' 101 6 (unknown)
[2022-11-19 15:35:53,745] DEBUG - STREAM b'IDAT' 119 10416
[2022-11-19 15:35:53,745] DEBUG - STREAM b'tEXt' 10547 37
[2022-11-19 15:35:53,745] DEBUG - STREAM b'tEXt' 10596 37
[2022-11-19 15:35:53,746] DEBUG - STREAM b'tEXt' 10645 40
[2022-11-19 15:35:53,746] DEBUG - STREAM b'tEXt' 10697 36
[2022-11-19 15:35:53,821] DEBUG - STREAM b'IHDR' 16 13
[2022-11-19 15:35:53,821] DEBUG - STREAM b'gAMA' 41 4
[2022-11-19 15:35:53,821] DEBUG - STREAM b'cHRM' 57 32
[2022-11-19 15:35:53,821] DEBUG - STREAM b'bKGD' 101 6
[2022-11-19 15:35:53,821] DEBUG - b'bKGD' 101 6 (unknown)
[2022-11-19 15:35:53,821] DEBUG - STREAM b'IDAT' 119 11799
[2022-11-19 15:35:53,821] DEBUG - STREAM b'tEXt' 11930 37
[2022-11-19 15:35:53,821] DEBUG - STREAM b'tEXt' 11979 37
[2022-11-19 15:35:53,821] DEBUG - STREAM b'tEXt' 12028 40
[2022-11-19 15:35:53,821] DEBUG - STREAM b'tEXt' 12080 48
[2022-11-19 15:35:53,898] DEBUG - STREAM b'IHDR' 16 13
[2022-11-19 15:35:53,898] DEBUG - STREAM b'gAMA' 41 4
[2022-11-19 15:35:53,898] DEBUG - STREAM b'cHRM' 57 32
[2022-11-19 15:35:53,898] DEBUG - STREAM b'bKGD' 101 6
[2022-11-19 15:35:53,899] DEBUG - b'bKGD' 101 6 (unknown)
[2022-11-19 15:35:53,899] DEBUG - STREAM b'IDAT' 119 9252
[2022-11-19 15:35:53,899] DEBUG - STREAM b'tEXt' 9383 37
[2022-11-19 15:35:53,899] DEBUG - STREAM b'tEXt' 9432 37
[2022-11-19 15:35:53,899] DEBUG - STREAM b'tEXt' 9481 40
[2022-11-19 15:35:53,899] DEBUG - STREAM b'tEXt' 9533 35
[2022-11-19 15:35:53,993] DEBUG - STREAM b'IHDR' 16 13
[2022-11-19 15:35:53,994] DEBUG - STREAM b'gAMA' 41 4
[2022-11-19 15:35:53,994] DEBUG - STREAM b'cHRM' 57 32
[2022-11-19 15:35:53,994] DEBUG - STREAM b'bKGD' 101 6
[2022-11-19 15:35:53,994] DEBUG - b'bKGD' 101 6 (unknown)
[2022-11-19 15:35:53,994] DEBUG - STREAM b'IDAT' 119 30668
[2022-11-19 15:35:53,995] DEBUG - STREAM b'tEXt' 30799 37
[2022-11-19 15:35:53,995] DEBUG - STREAM b'tEXt' 30848 37
[2022-11-19 15:35:53,995] DEBUG - STREAM b'tEXt' 30897 40
[2022-11-19 15:35:53,995] DEBUG - STREAM b'tEXt' 30949 101
[2022-11-19 15:35:54,097] DEBUG - STREAM b'IHDR' 16 13
[2022-11-19 15:35:54,097] DEBUG - STREAM b'gAMA' 41 4
[2022-11-19 15:35:54,097] DEBUG - STREAM b'cHRM' 57 32
[2022-11-19 15:35:54,097] DEBUG - STREAM b'bKGD' 101 6
[2022-11-19 15:35:54,097] DEBUG - b'bKGD' 101 6 (unknown)
[2022-11-19 15:35:54,097] DEBUG - STREAM b'IDAT' 119 28056
[2022-11-19 15:35:54,098] DEBUG - STREAM b'tEXt' 28187 37
[2022-11-19 15:35:54,098] DEBUG - STREAM b'tEXt' 28236 37
[2022-11-19 15:35:54,098] DEBUG - STREAM b'tEXt' 28285 40
[2022-11-19 15:35:54,098] DEBUG - STREAM b'tEXt' 28337 89
[2022-11-19 15:35:54,921] DEBUG - STREAM b'IHDR' 16 13
[2022-11-19 15:35:54,921] DEBUG - STREAM b'gAMA' 41 4
[2022-11-19 15:35:54,922] DEBUG - STREAM b'cHRM' 57 32
[2022-11-19 15:35:54,922] DEBUG - STREAM b'bKGD' 101 6
[2022-11-19 15:35:54,922] DEBUG - b'bKGD' 101 6 (unknown)
[2022-11-19 15:35:54,922] DEBUG - STREAM b'IDAT' 119 32768
[2022-11-19 15:35:54,924] DEBUG - STREAM b'tEXt' 37342 37
[2022-11-19 15:35:54,924] DEBUG - STREAM b'tEXt' 37391 37
[2022-11-19 15:35:54,924] DEBUG - STREAM b'tEXt' 37440 40
[2022-11-19 15:35:54,924] DEBUG - STREAM b'tEXt' 37492 74
[2022-11-19 15:35:54,927] DEBUG - transcribing audio file in path scripts\SG93IHRvIG1ha2UgeW91ciBBSSBwcm9ncmFtIHRhbGsgdG8gaHVtYW5z\audio\audio-5.wav
[2022-11-19 15:35:56,095] DEBUG - start, 0.0, end, 6.6000000000000005, text,  The final step in evaluating your AI program's ability to communicate with humans is to test the AI program.
[2022-11-19 15:35:56,095] DEBUG - start, 6.6000000000000005, end, 11.96, text,  This testing will help the AI program learn how to speak and understand human language.
[2022-11-19 15:35:56,095] DEBUG - start, 11.96, end, 16.0, text,  The AI program will be able to speak and understand human language.
[2022-11-19 15:35:56,095] DEBUG - start, 16.0, end, 23.0, text,  The AI program will be able to speak and understand human language.
[2022-11-19 15:35:56,306] DEBUG - STREAM b'IHDR' 16 13
[2022-11-19 15:35:56,306] DEBUG - STREAM b'gAMA' 41 4
[2022-11-19 15:35:56,306] DEBUG - STREAM b'cHRM' 57 32
[2022-11-19 15:35:56,306] DEBUG - STREAM b'bKGD' 101 6
[2022-11-19 15:35:56,306] DEBUG - b'bKGD' 101 6 (unknown)
[2022-11-19 15:35:56,306] DEBUG - STREAM b'IDAT' 119 32768
[2022-11-19 15:35:56,307] DEBUG - STREAM b'tEXt' 34373 37
[2022-11-19 15:35:56,307] DEBUG - STREAM b'tEXt' 34422 37
[2022-11-19 15:35:56,307] DEBUG - STREAM b'tEXt' 34471 40
[2022-11-19 15:35:56,308] DEBUG - STREAM b'tEXt' 34523 114
[2022-11-19 15:35:56,405] DEBUG - STREAM b'IHDR' 16 13
[2022-11-19 15:35:56,405] DEBUG - STREAM b'gAMA' 41 4
[2022-11-19 15:35:56,405] DEBUG - STREAM b'cHRM' 57 32
[2022-11-19 15:35:56,405] DEBUG - STREAM b'bKGD' 101 6
[2022-11-19 15:35:56,405] DEBUG - b'bKGD' 101 6 (unknown)
[2022-11-19 15:35:56,405] DEBUG - STREAM b'IDAT' 119 28323
[2022-11-19 15:35:56,406] DEBUG - STREAM b'tEXt' 28454 37
[2022-11-19 15:35:56,407] DEBUG - STREAM b'tEXt' 28503 37
[2022-11-19 15:35:56,407] DEBUG - STREAM b'tEXt' 28552 40
[2022-11-19 15:35:56,407] DEBUG - STREAM b'tEXt' 28604 93
[2022-11-19 15:35:56,496] DEBUG - STREAM b'IHDR' 16 13
[2022-11-19 15:35:56,496] DEBUG - STREAM b'gAMA' 41 4
[2022-11-19 15:35:56,496] DEBUG - STREAM b'cHRM' 57 32
[2022-11-19 15:35:56,496] DEBUG - STREAM b'bKGD' 101 6
[2022-11-19 15:35:56,497] DEBUG - b'bKGD' 101 6 (unknown)
[2022-11-19 15:35:56,497] DEBUG - STREAM b'IDAT' 119 23825
[2022-11-19 15:35:56,498] DEBUG - STREAM b'tEXt' 23956 37
[2022-11-19 15:35:56,498] DEBUG - STREAM b'tEXt' 24005 37
[2022-11-19 15:35:56,498] DEBUG - STREAM b'tEXt' 24054 40
[2022-11-19 15:35:56,498] DEBUG - STREAM b'tEXt' 24106 73
[2022-11-19 15:35:56,704] DEBUG - STREAM b'IHDR' 16 13
