[2022-11-20 16:29:33,747] CRITICAL - GPU detected
[2022-11-20 16:30:01,416] DEBUG - STREAM b'bKGD' 101 6
[2022-11-20 16:30:01,416] DEBUG - b'bKGD' 101 6 (unknown)
[2022-11-20 16:30:01,416] DEBUG - STREAM b'IDAT' 119 13336
[2022-11-20 16:30:01,417] DEBUG - STREAM b'tEXt' 13467 37
[2022-11-20 16:30:01,417] DEBUG - STREAM b'tEXt' 13516 37
[2022-11-20 16:30:01,417] DEBUG - STREAM b'tEXt' 13565 40
[2022-11-20 16:30:01,417] DEBUG - STREAM b'tEXt' 13617 55
[2022-11-20 16:30:01,514] DEBUG - STREAM b'IHDR' 16 13
[2022-11-20 16:30:01,515] DEBUG - STREAM b'gAMA' 41 4
[2022-11-20 16:30:01,515] DEBUG - STREAM b'cHRM' 57 32
[2022-11-20 16:30:01,515] DEBUG - STREAM b'bKGD' 101 6
[2022-11-20 16:30:01,515] DEBUG - b'bKGD' 101 6 (unknown)
[2022-11-20 16:30:01,515] DEBUG - STREAM b'IDAT' 119 29573
[2022-11-20 16:30:01,516] DEBUG - STREAM b'tEXt' 29704 37
[2022-11-20 16:30:01,516] DEBUG - STREAM b'tEXt' 29753 37
[2022-11-20 16:30:01,516] DEBUG - STREAM b'tEXt' 29802 40
[2022-11-20 16:30:01,516] DEBUG - STREAM b'tEXt' 29854 97
[2022-11-20 16:30:01,589] DEBUG - STREAM b'IHDR' 16 13
[2022-11-20 16:30:01,589] DEBUG - STREAM b'gAMA' 41 4
[2022-11-20 16:30:01,589] DEBUG - STREAM b'cHRM' 57 32
[2022-11-20 16:30:01,589] DEBUG - STREAM b'bKGD' 101 6
[2022-11-20 16:30:01,589] DEBUG - b'bKGD' 101 6 (unknown)
[2022-11-20 16:30:01,589] DEBUG - STREAM b'IDAT' 119 3200
[2022-11-20 16:30:01,589] DEBUG - STREAM b'tEXt' 3331 37
[2022-11-20 16:30:01,589] DEBUG - STREAM b'tEXt' 3380 37
[2022-11-20 16:30:01,589] DEBUG - STREAM b'tEXt' 3429 40
[2022-11-20 16:30:01,589] DEBUG - STREAM b'tEXt' 3481 18
[2022-11-20 16:30:01,688] DEBUG - STREAM b'IHDR' 16 13
[2022-11-20 16:30:01,688] DEBUG - STREAM b'gAMA' 41 4
[2022-11-20 16:30:01,688] DEBUG - STREAM b'cHRM' 57 32
[2022-11-20 16:30:01,688] DEBUG - STREAM b'bKGD' 101 6
[2022-11-20 16:30:01,688] DEBUG - b'bKGD' 101 6 (unknown)
[2022-11-20 16:30:01,689] DEBUG - STREAM b'IDAT' 119 28126
[2022-11-20 16:30:01,690] DEBUG - STREAM b'tEXt' 28257 37
[2022-11-20 16:30:01,690] DEBUG - STREAM b'tEXt' 28306 37
[2022-11-20 16:30:01,690] DEBUG - STREAM b'tEXt' 28355 40
[2022-11-20 16:30:01,690] DEBUG - STREAM b'tEXt' 28407 93
[2022-11-20 16:30:01,772] DEBUG - STREAM b'IHDR' 16 13
[2022-11-20 16:30:01,772] DEBUG - STREAM b'gAMA' 41 4
[2022-11-20 16:30:01,772] DEBUG - STREAM b'cHRM' 57 32
[2022-11-20 16:30:01,772] DEBUG - STREAM b'bKGD' 101 6
[2022-11-20 16:30:01,772] DEBUG - b'bKGD' 101 6 (unknown)
[2022-11-20 16:30:01,772] DEBUG - STREAM b'IDAT' 119 3200
[2022-11-20 16:30:01,772] DEBUG - STREAM b'tEXt' 3331 37
[2022-11-20 16:30:01,774] DEBUG - STREAM b'tEXt' 3380 37
[2022-11-20 16:30:01,774] DEBUG - STREAM b'tEXt' 3429 40
[2022-11-20 16:30:01,774] DEBUG - STREAM b'tEXt' 3481 18
[2022-11-20 16:30:01,879] DEBUG - STREAM b'IHDR' 16 13
[2022-11-20 16:30:01,879] DEBUG - STREAM b'gAMA' 41 4
[2022-11-20 16:30:01,879] DEBUG - STREAM b'cHRM' 57 32
[2022-11-20 16:30:01,879] DEBUG - STREAM b'bKGD' 101 6
[2022-11-20 16:30:01,879] DEBUG - b'bKGD' 101 6 (unknown)
[2022-11-20 16:30:01,879] DEBUG - STREAM b'IDAT' 119 25620
[2022-11-20 16:30:01,881] DEBUG - STREAM b'tEXt' 25751 37
[2022-11-20 16:30:01,881] DEBUG - STREAM b'tEXt' 25800 37
[2022-11-20 16:30:01,881] DEBUG - STREAM b'tEXt' 25849 40
[2022-11-20 16:30:01,881] DEBUG - STREAM b'tEXt' 25901 89
[2022-11-20 16:30:01,972] DEBUG - STREAM b'IHDR' 16 13
[2022-11-20 16:30:01,973] DEBUG - STREAM b'gAMA' 41 4
[2022-11-20 16:30:01,973] DEBUG - STREAM b'cHRM' 57 32
[2022-11-20 16:30:01,973] DEBUG - STREAM b'bKGD' 101 6
[2022-11-20 16:30:01,973] DEBUG - b'bKGD' 101 6 (unknown)
[2022-11-20 16:30:01,973] DEBUG - STREAM b'IDAT' 119 7870
[2022-11-20 16:30:01,973] DEBUG - STREAM b'tEXt' 8001 37
[2022-11-20 16:30:01,973] DEBUG - STREAM b'tEXt' 8050 37
[2022-11-20 16:30:01,974] DEBUG - STREAM b'tEXt' 8099 40
[2022-11-20 16:30:01,974] DEBUG - STREAM b'tEXt' 8151 32
[2022-11-20 16:30:02,839] DEBUG - STREAM b'IHDR' 16 13
[2022-11-20 16:30:02,839] DEBUG - STREAM b'gAMA' 41 4
[2022-11-20 16:30:02,839] DEBUG - STREAM b'cHRM' 57 32
[2022-11-20 16:30:02,839] DEBUG - STREAM b'bKGD' 101 6
[2022-11-20 16:30:02,839] DEBUG - b'bKGD' 101 6 (unknown)
[2022-11-20 16:30:02,839] DEBUG - STREAM b'IDAT' 119 24508
[2022-11-20 16:30:02,840] DEBUG - STREAM b'tEXt' 24639 37
[2022-11-20 16:30:02,841] DEBUG - STREAM b'tEXt' 24688 37
[2022-11-20 16:30:02,841] DEBUG - STREAM b'tEXt' 24737 40
[2022-11-20 16:30:02,841] DEBUG - STREAM b'tEXt' 24789 47
[2022-11-20 16:30:02,845] DEBUG - transcribing audio file in path .\scripts\VGhlb3J5IGJlaGluZCBEYXRhIHN0cnVjdHVyZXM6IEFuIGV4cGxvcmF0aW9u\audio\audio-3.wav
[2022-11-20 16:30:03,384] DEBUG - start, 0.0, end, 4.0, text,  The most common data structures are the list, the stack, and the tree.
[2022-11-20 16:30:03,487] DEBUG - STREAM b'IHDR' 16 13
[2022-11-20 16:30:03,487] DEBUG - STREAM b'gAMA' 41 4
[2022-11-20 16:30:03,487] DEBUG - STREAM b'cHRM' 57 32
[2022-11-20 16:30:03,487] DEBUG - STREAM b'bKGD' 101 6
[2022-11-20 16:30:03,487] DEBUG - b'bKGD' 101 6 (unknown)
[2022-11-20 16:30:03,487] DEBUG - STREAM b'IDAT' 119 22378
[2022-11-20 16:30:03,489] DEBUG - STREAM b'tEXt' 22509 37
[2022-11-20 16:30:03,489] DEBUG - STREAM b'tEXt' 22558 37
[2022-11-20 16:30:03,489] DEBUG - STREAM b'tEXt' 22607 40
[2022-11-20 16:30:03,489] DEBUG - STREAM b'tEXt' 22659 76
[2022-11-20 16:30:04,459] DEBUG - STREAM b'IHDR' 16 13
[2022-11-20 16:30:04,459] DEBUG - STREAM b'gAMA' 41 4
[2022-11-20 16:30:04,459] DEBUG - STREAM b'cHRM' 57 32
[2022-11-20 16:30:04,459] DEBUG - STREAM b'bKGD' 101 6
[2022-11-20 16:30:04,459] DEBUG - b'bKGD' 101 6 (unknown)
[2022-11-20 16:30:04,460] DEBUG - STREAM b'IDAT' 119 31388
[2022-11-20 16:30:04,462] DEBUG - STREAM b'tEXt' 31519 37
[2022-11-20 16:30:04,463] DEBUG - STREAM b'tEXt' 31568 37
[2022-11-20 16:30:04,463] DEBUG - STREAM b'tEXt' 31617 40
[2022-11-20 16:30:04,463] DEBUG - STREAM b'tEXt' 31669 71
[2022-11-20 16:30:04,467] DEBUG - transcribing audio file in path .\scripts\VGhlb3J5IGJlaGluZCBEYXRhIHN0cnVjdHVyZXM6IEFuIGV4cGxvcmF0aW9u\audio\audio-5.wav
[2022-11-20 16:30:05,479] DEBUG - start, 0.0, end, 3.48, text,  A data structure is a way to organize information in a computer.
[2022-11-20 16:30:05,479] DEBUG - start, 3.48, end, 7.96, text,  An algorithm is a set of instructions that tell the computer how to do something.
[2022-11-20 16:30:05,479] DEBUG - start, 7.96, end, 12.0, text,  For example, the algorithm for adding two numbers is,
[2022-11-20 16:30:05,479] DEBUG - start, 12.0, end, 27.0, text,  add the first number to the second number.
[2022-11-20 16:30:05,581] DEBUG - STREAM b'IHDR' 16 13
[2022-11-20 16:30:05,581] DEBUG - STREAM b'gAMA' 41 4
[2022-11-20 16:30:05,581] DEBUG - STREAM b'cHRM' 57 32
[2022-11-20 16:30:05,581] DEBUG - STREAM b'bKGD' 101 6
[2022-11-20 16:30:05,581] DEBUG - b'bKGD' 101 6 (unknown)
[2022-11-20 16:30:05,581] DEBUG - STREAM b'IDAT' 119 21064
[2022-11-20 16:30:05,582] DEBUG - STREAM b'tEXt' 21195 37
[2022-11-20 16:30:05,582] DEBUG - STREAM b'tEXt' 21244 37
[2022-11-20 16:30:05,582] DEBUG - STREAM b'tEXt' 21293 40
[2022-11-20 16:30:05,582] DEBUG - STREAM b'tEXt' 21345 70
[2022-11-20 16:30:05,692] DEBUG - STREAM b'IHDR' 16 13
[2022-11-20 16:30:05,692] DEBUG - STREAM b'gAMA' 41 4
[2022-11-20 16:30:05,692] DEBUG - STREAM b'cHRM' 57 32
[2022-11-20 16:30:05,692] DEBUG - STREAM b'bKGD' 101 6
[2022-11-20 16:30:05,692] DEBUG - b'bKGD' 101 6 (unknown)
[2022-11-20 16:30:05,692] DEBUG - STREAM b'IDAT' 119 24767
[2022-11-20 16:30:05,693] DEBUG - STREAM b'tEXt' 24898 37
[2022-11-20 16:30:05,694] DEBUG - STREAM b'tEXt' 24947 37
[2022-11-20 16:30:05,694] DEBUG - STREAM b'tEXt' 24996 40
[2022-11-20 16:30:05,694] DEBUG - STREAM b'tEXt' 25048 87
[2022-11-20 16:30:05,797] DEBUG - STREAM b'IHDR' 16 13
[2022-11-20 16:30:05,797] DEBUG - STREAM b'gAMA' 41 4
[2022-11-20 16:30:05,797] DEBUG - STREAM b'cHRM' 57 32
[2022-11-20 16:30:05,797] DEBUG - STREAM b'bKGD' 101 6
[2022-11-20 16:30:05,797] DEBUG - b'bKGD' 101 6 (unknown)
[2022-11-20 16:30:05,797] DEBUG - STREAM b'IDAT' 119 17960
[2022-11-20 16:30:05,799] DEBUG - STREAM b'tEXt' 18091 37
[2022-11-20 16:30:05,799] DEBUG - STREAM b'tEXt' 18140 37
[2022-11-20 16:30:05,799] DEBUG - STREAM b'tEXt' 18189 40
[2022-11-20 16:30:05,799] DEBUG - STREAM b'tEXt' 18241 59
[2022-11-20 16:30:05,882] DEBUG - STREAM b'IHDR' 16 13
[2022-11-20 16:30:05,882] DEBUG - STREAM b'gAMA' 41 4
[2022-11-20 16:30:05,882] DEBUG - STREAM b'cHRM' 57 32
[2022-11-20 16:30:05,882] DEBUG - STREAM b'bKGD' 101 6
[2022-11-20 16:30:05,882] DEBUG - b'bKGD' 101 6 (unknown)
[2022-11-20 16:30:05,882] DEBUG - STREAM b'IDAT' 119 12947
[2022-11-20 16:30:05,883] DEBUG - STREAM b'tEXt' 13078 37
[2022-11-20 16:30:05,883] DEBUG - STREAM b'tEXt' 13127 37
[2022-11-20 16:30:05,883] DEBUG - STREAM b'tEXt' 13176 40
[2022-11-20 16:30:05,884] DEBUG - STREAM b'tEXt' 13228 48
[2022-11-20 16:30:06,842] DEBUG - STREAM b'IHDR' 16 13
[2022-11-20 16:30:06,842] DEBUG - STREAM b'gAMA' 41 4
[2022-11-20 16:30:06,842] DEBUG - STREAM b'cHRM' 57 32
[2022-11-20 16:30:06,842] DEBUG - STREAM b'bKGD' 101 6
[2022-11-20 16:30:06,842] DEBUG - b'bKGD' 101 6 (unknown)
[2022-11-20 16:30:06,842] DEBUG - STREAM b'IDAT' 119 23202
[2022-11-20 16:30:06,844] DEBUG - STREAM b'tEXt' 23333 37
[2022-11-20 16:30:06,844] DEBUG - STREAM b'tEXt' 23382 37
[2022-11-20 16:30:06,844] DEBUG - STREAM b'tEXt' 23431 40
[2022-11-20 16:30:06,844] DEBUG - STREAM b'tEXt' 23483 54
[2022-11-20 16:30:06,847] DEBUG - transcribing audio file in path .\scripts\VGhlb3J5IGJlaGluZCBEYXRhIHN0cnVjdHVyZXM6IEFuIGV4cGxvcmF0aW9u\audio\audio-7.wav
[2022-11-20 16:30:08,229] DEBUG - start, 0.0, end, 5.4, text,  The time complexity of a data structure is the number of operations it takes to build the data structure.
[2022-11-20 16:30:08,229] DEBUG - start, 5.4, end, 10.4, text,  For example, the time complexity of a stack is two operations, push and pop.
[2022-11-20 16:30:08,229] DEBUG - start, 10.4, end, 17.4, text,  The time complexity of a tree is O, E where N is the number of nodes in the tree.
[2022-11-20 16:30:08,352] DEBUG - STREAM b'IHDR' 16 13
[2022-11-20 16:30:08,352] DEBUG - STREAM b'gAMA' 41 4
[2022-11-20 16:30:08,352] DEBUG - STREAM b'cHRM' 57 32
[2022-11-20 16:30:08,352] DEBUG - STREAM b'bKGD' 101 6
[2022-11-20 16:30:08,352] DEBUG - b'bKGD' 101 6 (unknown)
[2022-11-20 16:30:08,352] DEBUG - STREAM b'IDAT' 119 32768
[2022-11-20 16:30:08,354] DEBUG - STREAM b'tEXt' 33060 37
[2022-11-20 16:30:08,354] DEBUG - STREAM b'tEXt' 33109 37
[2022-11-20 16:30:08,354] DEBUG - STREAM b'tEXt' 33158 40
[2022-11-20 16:30:08,354] DEBUG - STREAM b'tEXt' 33210 111
[2022-11-20 16:30:08,465] DEBUG - STREAM b'IHDR' 16 13
[2022-11-20 16:30:08,465] DEBUG - STREAM b'gAMA' 41 4
[2022-11-20 16:30:08,465] DEBUG - STREAM b'cHRM' 57 32
[2022-11-20 16:30:08,465] DEBUG - STREAM b'bKGD' 101 6
[2022-11-20 16:30:08,466] DEBUG - b'bKGD' 101 6 (unknown)
[2022-11-20 16:30:08,466] DEBUG - STREAM b'IDAT' 119 25791
[2022-11-20 16:30:08,467] DEBUG - STREAM b'tEXt' 25922 37
[2022-11-20 16:30:08,467] DEBUG - STREAM b'tEXt' 25971 37
[2022-11-20 16:30:08,467] DEBUG - STREAM b'tEXt' 26020 40
[2022-11-20 16:30:08,467] DEBUG - STREAM b'tEXt' 26072 82
[2022-11-20 16:30:08,565] DEBUG - STREAM b'IHDR' 16 13
[2022-11-20 16:30:08,565] DEBUG - STREAM b'gAMA' 41 4
[2022-11-20 16:30:08,565] DEBUG - STREAM b'cHRM' 57 32
[2022-11-20 16:30:08,565] DEBUG - STREAM b'bKGD' 101 6
[2022-11-20 16:30:08,565] DEBUG - b'bKGD' 101 6 (unknown)
[2022-11-20 16:30:08,565] DEBUG - STREAM b'IDAT' 119 23465
[2022-11-20 16:30:08,567] DEBUG - STREAM b'tEXt' 23596 37
[2022-11-20 16:30:08,567] DEBUG - STREAM b'tEXt' 23645 37
[2022-11-20 16:30:08,567] DEBUG - STREAM b'tEXt' 23694 40
[2022-11-20 16:30:08,567] DEBUG - STREAM b'tEXt' 23746 87
[2022-11-20 16:30:09,308] DEBUG - STREAM b'IHDR' 16 13
[2022-11-20 16:30:09,308] DEBUG - STREAM b'gAMA' 41 4
[2022-11-20 16:30:09,308] DEBUG - STREAM b'cHRM' 57 32
[2022-11-20 16:30:09,308] DEBUG - STREAM b'bKGD' 101 6
[2022-11-20 16:30:09,308] DEBUG - b'bKGD' 101 6 (unknown)
[2022-11-20 16:30:09,308] DEBUG - STREAM b'IDAT' 119 25917
[2022-11-20 16:30:09,309] DEBUG - STREAM b'tEXt' 26048 37
[2022-11-20 16:30:09,309] DEBUG - STREAM b'tEXt' 26097 37
[2022-11-20 16:30:09,309] DEBUG - STREAM b'tEXt' 26146 40
[2022-11-20 16:30:09,309] DEBUG - STREAM b'tEXt' 26198 55
[2022-11-20 16:30:09,313] DEBUG - transcribing audio file in path .\scripts\VGhlb3J5IGJlaGluZCBEYXRhIHN0cnVjdHVyZXM6IEFuIGV4cGxvcmF0aW9u\audio\audio-9.wav
[2022-11-20 16:30:10,483] DEBUG - start, 0.0, end, 3.0, text,  The space complexity of a data structure is the number of bytes
[2022-11-20 16:30:10,483] DEBUG - start, 3.0, end, 5.6000000000000005, text,  as it takes to store the data structure.
[2022-11-20 16:30:10,483] DEBUG - start, 5.6000000000000005, end, 9.9, text,  For example, the space complexity of a stack is two bytes.
[2022-11-20 16:30:10,483] DEBUG - start, 9.9, end, 15.9, text,  The space complexity of a tree is O of N where N is the number of nodes in the tree.
[2022-11-20 16:30:10,567] DEBUG - STREAM b'IHDR' 16 13
[2022-11-20 16:30:10,568] DEBUG - STREAM b'gAMA' 41 4
[2022-11-20 16:30:10,568] DEBUG - STREAM b'cHRM' 57 32
[2022-11-20 16:30:10,568] DEBUG - STREAM b'bKGD' 101 6
[2022-11-20 16:30:10,568] DEBUG - b'bKGD' 101 6 (unknown)
[2022-11-20 16:30:10,568] DEBUG - STREAM b'IDAT' 119 21526
[2022-11-20 16:30:10,569] DEBUG - STREAM b'tEXt' 21657 37
[2022-11-20 16:30:10,569] DEBUG - STREAM b'tEXt' 21706 37
[2022-11-20 16:30:10,569] DEBUG - STREAM b'tEXt' 21755 40
[2022-11-20 16:30:10,569] DEBUG - STREAM b'tEXt' 21807 69
[2022-11-20 16:30:10,645] DEBUG - STREAM b'IHDR' 16 13
[2022-11-20 16:30:10,646] DEBUG - STREAM b'gAMA' 41 4
[2022-11-20 16:30:10,646] DEBUG - STREAM b'cHRM' 57 32
[2022-11-20 16:30:10,646] DEBUG - STREAM b'bKGD' 101 6
[2022-11-20 16:30:10,646] DEBUG - b'bKGD' 101 6 (unknown)
[2022-11-20 16:30:10,646] DEBUG - STREAM b'IDAT' 119 12511
[2022-11-20 16:30:10,647] DEBUG - STREAM b'tEXt' 12642 37
[2022-11-20 16:30:10,647] DEBUG - STREAM b'tEXt' 12691 37
[2022-11-20 16:30:10,647] DEBUG - STREAM b'tEXt' 12740 40
[2022-11-20 16:30:10,647] DEBUG - STREAM b'tEXt' 12792 46
[2022-11-20 16:30:10,734] DEBUG - STREAM b'IHDR' 16 13
[2022-11-20 16:30:10,734] DEBUG - STREAM b'gAMA' 41 4
[2022-11-20 16:30:10,734] DEBUG - STREAM b'cHRM' 57 32
[2022-11-20 16:30:10,734] DEBUG - STREAM b'bKGD' 101 6
[2022-11-20 16:30:10,735] DEBUG - b'bKGD' 101 6 (unknown)
[2022-11-20 16:30:10,735] DEBUG - STREAM b'IDAT' 119 20471
[2022-11-20 16:30:10,736] DEBUG - STREAM b'tEXt' 20602 37
[2022-11-20 16:30:10,736] DEBUG - STREAM b'tEXt' 20651 37
[2022-11-20 16:30:10,736] DEBUG - STREAM b'tEXt' 20700 40
[2022-11-20 16:30:10,736] DEBUG - STREAM b'tEXt' 20752 64
[2022-11-20 16:30:10,829] DEBUG - STREAM b'IHDR' 16 13
[2022-11-20 16:30:10,829] DEBUG - STREAM b'gAMA' 41 4
[2022-11-20 16:30:10,829] DEBUG - STREAM b'cHRM' 57 32
[2022-11-20 16:30:10,829] DEBUG - STREAM b'bKGD' 101 6
[2022-11-20 16:30:10,829] DEBUG - b'bKGD' 101 6 (unknown)
[2022-11-20 16:30:10,829] DEBUG - STREAM b'IDAT' 119 25764
[2022-11-20 16:30:10,832] DEBUG - STREAM b'tEXt' 25895 37
[2022-11-20 16:30:10,832] DEBUG - STREAM b'tEXt' 25944 37
[2022-11-20 16:30:10,832] DEBUG - STREAM b'tEXt' 25993 40
[2022-11-20 16:30:10,832] DEBUG - STREAM b'tEXt' 26045 90
[2022-11-20 16:30:11,645] DEBUG - STREAM b'IHDR' 16 13
[2022-11-20 16:30:11,645] DEBUG - STREAM b'gAMA' 41 4
[2022-11-20 16:30:11,645] DEBUG - STREAM b'cHRM' 57 32
[2022-11-20 16:30:11,645] DEBUG - STREAM b'bKGD' 101 6
[2022-11-20 16:30:11,645] DEBUG - b'bKGD' 101 6 (unknown)
[2022-11-20 16:30:11,645] DEBUG - STREAM b'IDAT' 119 28583
[2022-11-20 16:30:11,647] DEBUG - STREAM b'tEXt' 28714 37
[2022-11-20 16:30:11,647] DEBUG - STREAM b'tEXt' 28763 37
[2022-11-20 16:30:11,647] DEBUG - STREAM b'tEXt' 28812 40
[2022-11-20 16:30:11,647] DEBUG - STREAM b'tEXt' 28864 63
[2022-11-20 16:30:11,650] DEBUG - transcribing audio file in path .\scripts\VGhlb3J5IGJlaGluZCBEYXRhIHN0cnVjdHVyZXM6IEFuIGV4cGxvcmF0aW9u\audio\audio-11.wav
[2022-11-20 16:30:12,958] DEBUG - start, 0.0, end, 8.0, text,  One trade-off between time and space complexity is that the space complexity of a data structure is usually higher than the time complexity.
[2022-11-20 16:30:12,958] DEBUG - start, 8.0, end, 14.0, text,  For example, a stack is two bytes, but it takes two operations to build it, push and pop.
[2022-11-20 16:30:12,959] DEBUG - start, 14.0, end, 24.0, text,  A tree is of inbities, but it takes so of operations to build it.
[2022-11-20 16:30:13,073] DEBUG - STREAM b'IHDR' 16 13
[2022-11-20 16:30:13,073] DEBUG - STREAM b'gAMA' 41 4
[2022-11-20 16:30:13,073] DEBUG - STREAM b'cHRM' 57 32
[2022-11-20 16:30:13,073] DEBUG - STREAM b'bKGD' 101 6
[2022-11-20 16:30:13,073] DEBUG - b'bKGD' 101 6 (unknown)
[2022-11-20 16:30:13,073] DEBUG - STREAM b'IDAT' 119 32768
[2022-11-20 16:30:13,075] DEBUG - STREAM b'tEXt' 46374 37
[2022-11-20 16:30:13,075] DEBUG - STREAM b'tEXt' 46423 37
[2022-11-20 16:30:13,075] DEBUG - STREAM b'tEXt' 46472 40
[2022-11-20 16:30:13,075] DEBUG - STREAM b'zTXt' 46524 110
[2022-11-20 16:30:13,169] DEBUG - STREAM b'IHDR' 16 13
[2022-11-20 16:30:13,169] DEBUG - STREAM b'gAMA' 41 4
[2022-11-20 16:30:13,169] DEBUG - STREAM b'cHRM' 57 32
